EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,Performance Score,Current Employee Rating
2778,02-Dec-20,,Production Technician I,Raymond Burton,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Wireless,Foreman,Fully Meets,5
2779,08-Dec-21,20-Jun-22,Production Technician I,Adam Murphy,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,2
2780,13-Apr-22,04-Aug-23,Production Technician I,Kimberly Stout,PL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Foreman,Fully Meets,4
2781,23-Dec-20,23-Jul-22,Production Technician I,Jonathan Hale,BPC,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,Field Operations,Operator,Fully Meets,4
2782,31-Mar-19,,Production Technician I,Robert Schmitt DDS,CCDR,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Laborer,Fully Meets,2
2783,11-Jun-23,30-Jul-23,Production Technician II,Jamie Parker,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Technician,Fully Meets,1
2784,20-May-21,31-Jan-23,Production Technician II,Lauren Thomas,TNS,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Foreman,Fully Meets,2
2785,14-Nov-20,,Production Technician II,Pamela Taylor,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Top Hand,Fully Meets,4
2786,29-Dec-18,,Production Technician II,Phyllis Cox,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,1
2787,22-Apr-21,,Production Technician II,Jonathan Williams,WBL,Active,Contract,Zone A,Full-Time,Production       ,Executive,Director,Fully Meets,4
2788,03-Jun-23,14-Jul-23,Production Technician II,Edward Navarro,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Supervisor,Fully Meets,1
2789,26-Apr-21,06-Jul-21,Production Technician I,Matthew Craig,CCDR,Active,Contract,Zone B,Temporary,Production       ,Wireless,Manager,Fully Meets,4
2790,30-Apr-19,09-Oct-19,Production Technician I,Warren Pollard,EW,Active,Contract,Zone B,Part-Time,Production       ,Catv,Laborer,Fully Meets,4
2791,04-Jul-21,25-Jun-23,Production Technician I,Felicia Smith,MSC,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Driller,Fully Meets,2
2792,24-Feb-23,,Production Technician I,Robert Nguyen,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,Technician,Fully Meets,1
2793,02-Mar-21,,Production Technician I,Jesse Hall,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),Supervisor,Fully Meets,1
2794,27-Dec-21,,Production Technician I,George Palmer Jr.,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Laborer,Fully Meets,5
2795,10-Jul-22,11-Sep-22,Production Technician I,Casey Garner,SVG,Active,Part-Time,Zone C,Temporary,Production       ,General - Eng,Drafter,Fully Meets,4
2796,19-Sep-22,17-Jun-23,Production Technician I,Megan Harrison,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,Program Manager,Fully Meets,1
2797,30-May-21,,Production Technician I,Sierra Thompson,WBL,Active,Contract,Zone A,Temporary,Production       ,Aerial,Lineman,Exceeds,1
2798,07-Apr-20,,Production Technician I,Donna Sullivan,BPC,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Planner,Fully Meets,2
2799,20-Apr-21,17-Sep-22,Production Technician I,Timothy Pratt,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Engineers,Engineer,Fully Meets,2
2800,02-Aug-19,,Production Technician I,Kathryn Wolf,EW,Active,Contract,Zone B,Temporary,Production       ,General - Con,Foreman,Fully Meets,1
2801,11-Jan-22,,Production Technician I,Kiara Herman,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,Tower Hand,Fully Meets,5
2802,15-Nov-20,,Production Technician I,Meghan Morrison DDS,NEL,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Technician,Fully Meets,4
2803,08-May-20,,Production Technician I,Brittany Fisher,PL,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Foreman,Fully Meets,5
2804,10-Mar-19,,Production Technician II,Scott Brady,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,4
2805,19-Apr-22,,Production Technician II,Charlotte Clark,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Driver,Fully Meets,1
2806,30-Nov-19,,Production Technician II,Rebecca Stanley,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Catv,Supervisor,Fully Meets,2
2807,06-Jul-21,07-Jan-23,Production Technician II,Scott Brown,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Driver,Fully Meets,2
2808,27-Nov-18,,Production Technician II,Sharon Fox,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,Engineer,Fully Meets,4
2809,30-Jan-23,,Production Technician I,Robert Powers,WBL,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,Splicer,Fully Meets,2
2810,17-Nov-22,08-Feb-23,Production Technician I,Debra Phillips,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,4
2811,13-Aug-18,28-May-20,Production Technician I,David Holt,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,2
2812,02-Jul-21,09-Jul-23,Production Technician I,Lisa Ingram,BPC,Terminated for Cause,Part-Time,Zone B,Temporary,Production       ,General - Eng,Manager,Fully Meets,4
2813,28-Jun-22,,Production Technician I,Mr. Ryan Griffin,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Vp,Fully Meets,1
2814,25-Jan-19,,Production Technician I,Michelle Woodard,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Technician,Fully Meets,2
2815,23-Jul-23,,Production Technician I,David Smith,EW,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Manager,Fully Meets,4
2816,25-Jul-22,,Production Technician I,Jennifer Hernandez,MSC,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Splicer,Fully Meets,5
2817,11-Jan-23,,Production Technician I,Theresa Davis,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,4
2818,28-Jul-23,30-Jul-23,Production Technician I,Dr. Wendy Lopez,PYZ,Active,Part-Time,Zone B,Temporary,Production       ,Fielders,Engineer,Exceeds,2
2819,06-May-23,,Production Technician I,Heidi Williams,WBL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Flagger,Fully Meets,4
2820,18-Sep-22,,Production Technician I,Eric Soto,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,Laborer,Fully Meets,2
2821,08-Sep-19,10-Sep-21,Production Technician I,Alfred Sanders,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Fully Meets,2
2822,30-Aug-19,,Production Technician I,Jerome Adams,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Aerial,Lineman,Fully Meets,4
2823,22-May-23,,Production Technician I,Ariel Graham,CCDR,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Operator,Fully Meets,2
2824,02-Mar-21,,Production Technician II,Melinda Shaw,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,Laborer,Fully Meets,5
2825,13-Feb-23,,Production Technician II,Elizabeth Brown,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Eng,Project Manager,Fully Meets,4
2826,11-Aug-22,01-Dec-22,Production Technician II,Jennifer Farmer,TNS,Leave of Absence,Contract,Zone B,Full-Time,Production       ,General - Con,Technician,Fully Meets,5
2827,19-Feb-20,10-Dec-22,Production Technician II,Bruce Barber,PYZ,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Driver,Fully Meets,4
2828,15-Oct-21,26-Mar-23,Production Technician II,Dennis Foster,WBL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Field Operations,Technician,Fully Meets,2
2829,16-Nov-22,,Production Technician I,Ryan Kelly,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,Director,Fully Meets,2
2830,30-Jun-22,03-Feb-23,Production Technician I,Nathan Johnson,NEL,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,Administrative,Fully Meets,1
2831,28-Jul-21,,Production Technician I,Philip Morris,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Fully Meets,2
2832,21-Nov-21,,Production Technician I,Felicia Gomez,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,5
2833,12-Oct-20,,Production Technician I,Sandy Wilson,CCDR,Active,Contract,Zone A,Full-Time,Production       ,General - Con,Laborer,Fully Meets,2
2834,02-Oct-18,17-Sep-20,Production Technician I,Bonnie Bell,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Fully Meets,5
2835,17-Jul-21,27-Feb-23,Production Technician I,Jonathan Stephens,EW,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Project Manager,Fully Meets,5
2836,13-Apr-22,,Production Technician I,Michael Horton,MSC,Active,Contract,Zone C,Part-Time,Production       ,Catv,Lineman,Fully Meets,2
2837,20-Mar-21,18-Feb-23,Production Technician I,Eric Young,TNS,Active,Part-Time,Zone C,Temporary,Production       ,Splicing,Intern,Fully Meets,4
2838,09-Sep-21,05-Nov-21,Production Technician I,Michele Young,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Sga,Director,Fully Meets,5
2839,06-Dec-19,28-Mar-22,Production Technician I,Karen Espinoza,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Foreman,Fully Meets,1
2840,26-Apr-23,19-May-23,Production Technician I,Yvonne Reilly,NEL,Active,Contract,Zone B,Part-Time,Production       ,Fielders,Engineer,Fully Meets,2
2841,06-Apr-19,,Production Technician I,David Ball,PL,Active,Contract,Zone B,Temporary,Production       ,General - Con,Foreman,Fully Meets,5
2842,19-Oct-20,28-Feb-23,Production Technician I,Dr. Terry Young,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,General - Con,Laborer,Fully Meets,1
2843,22-Nov-21,,Production Technician II,Raymond Johnson,SVG,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Technician,Fully Meets,1
2844,30-Dec-20,25-Jul-23,Production Technician II,Anthony Saunders,TNS,Leave of Absence,Contract,Zone A,Part-Time,Production       ,Engineers,Technician,Fully Meets,5
2845,03-Sep-20,,Production Technician II,Nancy Newman,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Foreman,Fully Meets,4
2846,14-Oct-19,19-Aug-22,Production Technician II,Robin Jones,BPC,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Wireless,Technician,Fully Meets,5
2847,19-Feb-21,18-Sep-21,Production Technician II,Jessica Saunders,CCDR,Future Start,Part-Time,Zone C,Full-Time,Production       ,Underground,Laborer,Fully Meets,2
2848,13-Mar-22,02-Sep-22,Production Technician I,Willie Compton,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,Project Manager,Exceeds,1
2849,02-Oct-18,,Production Technician I,Andrew Thomas,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Fully Meets,5
2850,06-Oct-22,16-Oct-22,Production Technician I,Victoria Williams,EW,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Exceeds,1
2851,21-Sep-20,,Production Technician I,Stephanie Gonzalez,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Construction Manager,Fully Meets,4
2852,06-Dec-21,,Production Technician I,Brianna Butler,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,1
2853,16-Nov-22,21-Mar-23,Production Technician I,Donald Hamilton,PL,Terminated for Cause,Contract,Zone B,Part-Time,Production       ,General - Con,Operator,Needs Improvement,5
2854,02-Aug-22,27-Jul-23,Production Technician I,Amber Adams,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Executive,Executive,Needs Improvement,2
2855,19-Jan-22,,Production Technician I,Michael Armstrong,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Clerk,Needs Improvement,4
2856,09-Apr-22,,Production Technician I,Thomas Lewis,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Sales & Marketing,Director,Needs Improvement,5
2857,19-Jul-19,08-Aug-22,Production Technician I,Christina Young,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Laborer,Fully Meets,2
2858,02-Sep-21,14-Nov-22,Production Technician I,Kayla Chavez,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,Engineer,Fully Meets,5
2859,01-Feb-19,,Production Technician I,Tracey Turner,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Engineer,Needs Improvement,2
2860,13-Apr-23,26-May-23,Production Technician I,Michelle Murphy,EW,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Fully Meets,2
2861,06-Oct-18,,Production Technician I,Sharon Jones,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Fully Meets,2
2862,24-Mar-20,24-Mar-22,Production Technician II,Tony Spears,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Fully Meets,4
2863,08-Oct-21,,Production Technician II,April Sutton,EW,Active,Full-Time,Zone B,Temporary,Production       ,Yard (Material Handling),Coordinator,Needs Improvement,4
2864,16-May-22,,Production Technician II,Jeffrey Robinson,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Technician,Fully Meets,2
2865,10-May-22,17-Oct-22,Production Technician II,Jeremy Frey,TNS,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Production       ,General - Con,Foreman,Fully Meets,1
2866,16-Nov-21,,Production Technician II,Danielle Rangel,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Driller,Fully Meets,2
2867,25-Feb-19,,Production Technician II,Matthew Payne,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Technology / It,Manager,Fully Meets,2
2868,01-Jul-22,,Production Technician I,Christopher Clark,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Executive,Vp,Fully Meets,5
2869,17-Dec-22,,Production Technician I,Emily Williamson,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Aerial,Lineman,Fully Meets,2
2870,26-Jul-23,31-Jul-23,Production Technician I,David Mccormick,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Sales & Marketing,Vp,Fully Meets,4
2871,11-Mar-22,02-Aug-22,Production Technician I,Christina Smith,NEL,Active,Contract,Zone A,Part-Time,Production       ,Catv,Project Manager,Fully Meets,5
2872,29-Jun-20,20-May-21,Production Technician I,Steven Myers,PL,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Operator,Fully Meets,2
2873,28-Mar-22,,Production Technician I,Scott Brown,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Supervisor,Fully Meets,4
2874,14-Feb-22,,Production Technician I,Tracy Scott,CCDR,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,Engineer,Fully Meets,1
2875,25-Dec-20,13-Sep-21,Production Technician I,Wanda Murray,SVG,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Administrative,Fully Meets,4
2876,27-Apr-23,,Production Technician I,Kim Berry,EW,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Warehouse Technician,Fully Meets,4
2877,11-Nov-22,07-Dec-22,Production Technician I,Emily Jennings,MSC,Active,Contract,Zone B,Part-Time,Production       ,Project Management - Con,Manager,Fully Meets,2
2878,04-May-21,12-Oct-21,Production Technician I,Michael Hopkins,TNS,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Contracts,Fully Meets,2
2879,20-Dec-18,,Production Technician I,Cory Freeman,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Executive,Vp,Fully Meets,2
2880,11-Jun-21,03-Dec-22,Production Technician I,Rodney Grant,WBL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Safety Manager,Fully Meets,4
2881,07-Jun-23,,Production Technician I,Marcus Lloyd,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,4
2882,21-May-19,05-Jan-20,Production Technician I,Peter Norton,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),Welder,Fully Meets,4
2883,01-Mar-19,,Production Technician II,Ashley Pearson,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Operator,Fully Meets,4
2884,26-Feb-22,,Production Technician II,Larry Lewis,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Technician,Fully Meets,2
2885,14-Apr-22,10-Oct-22,Production Technician II,Kelli Blair,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Groundman,Fully Meets,1
2886,06-Aug-20,,Production Technician II,Terry Bautista,MSC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Supervisor,Fully Meets,2
2887,28-Jan-20,15-Feb-22,Production Technician II,Dylan Allen,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Shop (Fleet),Shop,Fully Meets,5
2888,17-Apr-21,18-Mar-22,Production Technician II,Thomas Reed,PYZ,Future Start,Contract,Zone A,Temporary,Production       ,Wireless,Foreman,Fully Meets,5
2889,29-Sep-19,28-Jun-23,Production Technician II,Brian Castillo,WBL,Future Start,Part-Time,Zone A,Temporary,Production       ,Fielders,Engineer,Fully Meets,1
2890,07-Oct-22,,Production Technician I,Christopher Ball,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Director,Fully Meets,2
2891,11-Aug-21,07-Nov-21,Production Technician I,Andrew Bass,PYZ,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,Laborer,Fully Meets,1
2892,10-Apr-21,01-Nov-22,Production Technician I,Gregory Lee,WBL,Active,Contract,Zone A,Full-Time,Production       ,Catv,Lineman,Fully Meets,2
2893,24-Feb-22,,Production Technician I,Tasha Porter,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Fully Meets,2
2894,01-Jul-22,,Production Technician I,Michael Jenkins,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Fully Meets,4
2895,04-Apr-23,20-Jun-23,Production Technician I,Darlene Chambers,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Production       ,Field Operations,Top Hand,Fully Meets,2
2896,25-Oct-21,,Production Technician I,Stephanie Hill,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,4
2897,04-Mar-22,02-Jul-23,Production Technician I,Melissa Young,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Mechanic,Fully Meets,4
2898,20-Dec-19,,Production Technician I,Kenneth Vaughn,EW,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Coordinator,Fully Meets,4
2899,11-Sep-20,31-Mar-22,Production Technician I,Mercedes Cervantes,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,5
2900,31-Oct-21,12-Jul-23,Production Technician I,Christine Owens,TNS,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,Locator,Exceeds,2
2901,21-Oct-18,24-Apr-19,Production Technician I,Yesenia Hawkins,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Foreman,Fully Meets,4
2902,07-Jan-21,,Production Technician I,Rebekah Jordan,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,1
2903,09-Feb-23,07-May-23,Production Technician I,Christine Johnson,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Needs Improvement,5
2904,15-Feb-20,20-Oct-20,Production Technician I,William Livingston,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Project Management - Con,Technician,Exceeds,4
2905,14-Oct-22,,Production Technician II,Stacy Schmidt,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Yard (Material Handling),Warehouse,Fully Meets,1
2906,02-Oct-18,,Production Technician II,Anthony Mcguire,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Technician,Needs Improvement,5
2907,22-Jun-20,,Production Technician II,Timothy Clark,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Supervisor,Needs Improvement,4
2908,19-Mar-21,,Production Technician II,Katherine Banks,TNS,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Coordinator,Exceeds,1
2909,28-Mar-19,,Production Technician II,Michael Kim,WBL,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Needs Improvement,1
2910,01-May-22,,Production Technician II,Elizabeth Jones,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Exceeds,1
2911,07-Aug-18,,Production Technician I,Kenneth Moore,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,Administrative,Exceeds,2
2912,01-May-22,,Production Technician I,William Nichols,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,Field Project Manager,Needs Improvement,4
2913,03-Dec-19,,Production Technician I,Jessica Brown,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Splicing,Splicer,Needs Improvement,2
2914,02-Jan-20,03-Aug-23,Production Technician I,Thomas Frederick,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,Laborer,Exceeds,2
2915,30-Apr-22,02-Aug-23,Production Technician I,James Smith,PL,Terminated for Cause,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Exceeds,1
2916,04-Jul-20,07-Mar-21,Production Technician I,Crystal Jones,BPC,Terminated for Cause,Part-Time,Zone C,Temporary,Production       ,General - Sga,Administrator,Needs Improvement,2
2917,05-Feb-20,,Production Technician I,Amy Pearson,CCDR,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Exceeds,4
2918,22-Dec-18,21-Jul-22,Production Technician I,Emma Wilson,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Lineman,Exceeds,4
2919,21-Apr-19,,Production Technician I,Mark Adkins,EW,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Administrative,Needs Improvement,5
2920,03-Apr-20,,Production Technician I,Gregory Palmer,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Exceeds,5
2921,22-Sep-18,10-Oct-19,Production Technician I,Stephanie Perez,TNS,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,Lineman,Exceeds,2
2922,14-Oct-22,06-Jul-23,Production Technician I,Carolyn Campbell,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Laborer,Exceeds,5
2923,12-Feb-22,22-Sep-22,Production Technician I,Norma Parker,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Needs Improvement,4
2924,23-Mar-21,20-Jul-23,Production Technician I,Anna Ashley,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,Field Operations,Foreman,Exceeds,5
2925,30-Aug-18,11-Jul-21,Production Technician II,Monica Jackson,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,General - Sga,Administrator,Exceeds,4
2926,10-Dec-22,02-Jul-23,Production Technician II,Sandy Jones,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Production       ,Field Operations,Driver,Needs Improvement,5
2927,04-Feb-23,25-Jul-23,Production Technician II,Thomas Williams,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Supervisor,Exceeds,1
2928,10-Jan-21,,Production Technician II,Jeffrey Garcia,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Lineman,Fully Meets,5
2929,19-Aug-20,14-Nov-21,Production Technician II,Richard Reynolds,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Needs Improvement,2
2930,21-Apr-23,,Production Technician II,Victoria Andersen,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Wireless,Supervisor,Exceeds,2
2931,29-Jan-20,09-Jan-21,Production Technician I,Sarah Cortez,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Exceeds,2
2932,19-Aug-21,25-May-23,Production Technician I,Lynn Beasley DVM,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,Intern,Fully Meets,4
2933,18-Mar-21,,Production Technician I,Brandon Walter,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,Laborer,Needs Improvement,1
2934,24-Oct-21,29-Aug-22,Production Technician I,Diana Stewart,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Laborer,Fully Meets,2
2935,03-Oct-20,06-May-23,Production Technician I,Christopher Martin,NEL,Active,Contract,Zone B,Part-Time,Production       ,Wireline Construction,Groundman,Fully Meets,5
2936,21-Feb-23,,Production Technician I,James Cole,PL,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Lineman,Needs Improvement,1
2937,01-Aug-20,,Production Technician I,Amy Dominguez,BPC,Active,Contract,Zone A,Temporary,Production       ,Yard (Material Handling),Supervisor,Needs Improvement,2
2938,08-Jan-23,10-May-23,Production Technician I,Kenneth Powell,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Needs Improvement,1
2939,26-Jul-22,08-Nov-22,Production Technician I,Timothy Kidd,SVG,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,Administrative,Needs Improvement,2
2940,31-Aug-20,09-Jun-23,Production Technician I,Dawn Stark,EW,Active,Contract,Zone A,Part-Time,Production       ,Yard (Material Handling),Supervisor,Needs Improvement,5
2941,05-Nov-22,22-Feb-23,Production Technician I,Lisa Griffin,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,Engineer,Needs Improvement,2
2942,30-May-19,08-Jan-20,Production Technician I,Susan Herrera,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Sga,Technician,Needs Improvement,2
2943,09-Dec-19,,Production Technician I,Julie Larson,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,Laborer,Needs Improvement,2
2944,10-May-19,,Production Technician I,Ryan Johnson,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,Engineer,Needs Improvement,1
2945,03-Sep-19,18-Mar-22,Production Technician I,Emily King,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Needs Improvement,4
2946,13-Sep-18,,Production Technician II,Gloria Taylor,BPC,Active,Contract,Zone A,Full-Time,Production       ,Splicing,Technician,Needs Improvement,2
2947,10-Jun-21,,Production Technician II,Mr. David Dudley,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,Foreman,Fully Meets,1
2948,08-Oct-19,16-Jun-23,Production Technician II,Aaron Erickson,SVG,Leave of Absence,Contract,Zone B,Temporary,Production       ,Shop (Fleet),Manager,Needs Improvement,2
2949,03-Jun-21,14-Apr-23,Production Technician II,Roy Mora,EW,Leave of Absence,Contract,Zone A,Temporary,Production       ,Splicing,Splicer,Fully Meets,4
2950,14-Sep-18,04-Jan-19,Production Technician II,James Chapman,MSC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,People Services,Manager,Needs Improvement,4
2951,26-May-19,,Production Technician II,Louis Griffith,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Foreman,Fully Meets,2
