title,author,date
Orbital Science’s Cargo Delivery Demo Slips to Late Summer,Dan Leone,"May 7, 2013"
"Vega, with Updates, Notches Second Success",Peter B. de Selding,"May 7, 2013"
Europe’s Workhorse Sounding Rocket Grounded until Fall,Peter B. de Selding,"May 6, 2013"
Vega Rocket Grounded by High Winds over Kourou,Peter B. de Selding,"May 6, 2013"
"Profile | Abel Avellan, Chief Executive, Emerging Markets Communications",Peter B. de Selding,"May 6, 2013"
Missile Defense Agency Seeks Universal Kill Vehicle,Mike Gruss,"May 6, 2013"
"Bonuses, Stock Options Drive Up U.S. Defense Executives’ Pay",Jim McElhatton,"May 6, 2013"
Scientists Bounce Laser Beams Off Old Soviet Moon Rover,Leonard David,"May 6, 2013"
U.S. Defense Acquisition Chief Seeking To Simplify Rules,Marcus Weisgerber,"May 6, 2013"
Donley To Retire in June after Nearly 5 Years as U.S. Air Force Chief,Joe Mroszczyk,"May 6, 2013"
Space Shuttle Atlantis Fully Unwrapped for NASA Exhibit,SpaceNews Editor,"May 6, 2013"
Europe’s Herschel Telescope Goes Dark,SpaceNews Editor,"May 6, 2013"
KVH Reels in Higher Profits Despite Hardware Sales Decline,Peter B. de Selding,"May 3, 2013"
"NASA Hopes for ‘Synergies’ between Asteroid Relocation Effort, Sample-return Mission",Dan Leone,"May 3, 2013"
Delays All Around for Astrophysics Explorer Program,Dan Leone,"May 3, 2013"
"Iridium Loses Customer to Inmarsat, Nabs One from Orbcomm",Peter B. de Selding,"May 2, 2013"
Telesat Poised To Order Telstar 12 Replacement,Peter B. de Selding,"May 2, 2013"
Inmarsat Profits Pinched by Sudden Drop in U.S. Government Business,Peter B. de Selding,"May 2, 2013"
"Sea Launch Pinpoints Failure Cause, Aims To Return to Flight by Year’s End",Peter B. de Selding,"May 1, 2013"
NASA Books More Soyuz Flights to Station,Dan Leone,"May 1, 2013"
"With Spaceship’s Rocket Test-flight, ‘The Hard Part is Over,’ Says Branson",Irene Klotz,"May 1, 2013"
France Determined To Orbit Elint Satellite by 2020,Peter B. de Selding,"April 30, 2013"
Pentagon’s Lease of Chinese Bandwidth Arouses Concern,Mike Gruss,"April 29, 2013"
Orbital Sciences Gets $50 Million Contract for NASA Heliophysics Satellite,Dan Leone,"April 29, 2013"
Harris Corp. To Market Iridium Next Hosted Payload Capacity,Warren Ferster,"April 29, 2013"
"Profile | Edward Lu, Chief Executive, B612 Foundation",SpaceNews Editor,"April 29, 2013"
"Despite Past Failures, NASA Again Pursuing Landsat Alternative",Dan Leone,"April 29, 2013"
New Tenant Moves into KSC’s Space Station Processing Facility,Irene Klotz,"April 29, 2013"
ORS Office Teams with University of Hawaii on Small Sat Launcher,Mike Gruss,"April 29, 2013"
Progress Docks to ISS after Antenna Glitch,SpaceNews Editor,"April 29, 2013"
NASA Chief on Tardy JWST Sensors: ‘News to Me’,SpaceNews Editor,"April 29, 2013"
SpaceX Grasshopper Rocket Makes Highest Flight Yet,SpaceNews Editor,"April 29, 2013"
1st Female Shuttle Pilot Inducted into Hall of Fame,SpaceNews Editor,"April 29, 2013"
Hubble Telescope Looks to the Future after 23 Years in Space,Mike Wall,"April 29, 2013"
Telenor Numbers Drop Following Thor 2 Retirement,Peter B. de Selding,"April 29, 2013"
Big Contractors Also Poised for Shift to Disaggregation,Mike Gruss,"April 26, 2013"
Air Force Stays the Course on Ground System Procurements,Warren Ferster,"April 26, 2013"
Orbital Debris Experts Call for Space Junk Removal Missions,Peter B. de Selding,"April 26, 2013"
Space Data Association Promises To Sue any Member that Misuses Pooled Data,Peter B. de Selding,"April 26, 2013"
NASA Considers Robotic Spacecraft Rendezvous as Asteroid Mission Backup,Jeff Foust,"April 26, 2013"
Satellite Links Enable Drone To Avoid Collision in European Demo,Peter B. de Selding,"April 26, 2013"
Bolden: NASA Is a $16 Billion Agency if Sequester Continues in 2014,Dan Leone,"April 25, 2013"
Former NRO Deputy Director Jimmie Hill Succumbs to Lung Cancer,Warren Ferster,"April 25, 2013"
O3B Broadband Satellites Arrive at Soyuz Launch Site in South America,Peter B. de Selding,"April 25, 2013"
U.S. Officials Update House Panel on Export Control Reform,Debra Werner,"April 25, 2013"
French Trade Group Comes to the Defense of Arianespace Status Quo,Peter B. de Selding,"April 25, 2013"
Europe Changes Tactics in Push for Space Code of Conduct,Peter B. de Selding,"April 24, 2013"
Cygnus on Deck after Successful Antares Debut,Dan Leone,"April 24, 2013"
Russian Space Cargo Ship Suffers Glitch after Launch,Miriam Kramer,"April 24, 2013"
Inmarsat Partner Demos Electronic Beam-forming Antenna,Peter B. de Selding,"April 24, 2013"
Orbital Gets $75M To Build TESS Exoplanet Telescope,Dan Leone,"April 24, 2013"
Orbital Sciences Profit Margins Hit Five-year High,Peter B. de Selding,"April 23, 2013"
"Profile | Riley Repko, President and chief executive, Trusted Cyber Solutions",SpaceNews,"April 22, 2013"
NASA Eyes Air Force Contracting Vehicle for Hosted Payloads,Warren Ferster,"April 22, 2013"
MDA’s 2014 Spending Would Dip Only Slightly Despite Cancellations,Mike Gruss,"April 22, 2013"
Virtual Reality Technology Helps Reduce GPS 3 Assembly Costs,Mike Gruss,"April 22, 2013"
Spotlight | Irvine Sensors Corp.,Debra Werner,"April 22, 2013"
"Webb Telescope Continues To Have Problems, GAO Says",SpaceNews Editor,"April 22, 2013"
Newly Discovered Planets Could Support Life,SpaceNews Editor,"April 22, 2013"
NASA-funded Asteroid-tracking Sensor Passes Key Performance Test,SpaceNews Editor,"April 22, 2013"
Orion Model Tested in Tennessee Wind Tunnel,SpaceNews Editor,"April 22, 2013"
Orbital’s Antares Rocket Successful in Debut Flight,Dan Leone,"April 22, 2013"
Orbital Scrubs Antares Launch Due to Winds,Dan Leone,"April 20, 2013"
Sequestration Threatens Stability in U.S. Air Force Space Budget,Mike Gruss,"April 19, 2013"
"Lawmakers Question NASA Funding for SLS-Orion, Planetary Science",Dan Leone,"April 19, 2013"
NASA Opens Door to Commercial Partnerships on the Moon,Irene Klotz,"April 19, 2013"
Orbital Now Targeting April 20 Liftoff for Antares Rocket,SpaceNews Editor,"April 19, 2013"
"ESA, Arianespace Prep Vega for More-complex Second Flight",Peter B. de Selding,"April 19, 2013"
XCOR Aerospace Makes Plans for Reusable Orbital Vehicle,Jeff Foust,"April 19, 2013"
Intelsat Execs Cast Disappointing IPO Results in a Positive Light,Peter B. de Selding,"April 18, 2013"
Former EADS Executive Takes Over at Arianespace,Peter B. de Selding,"April 18, 2013"
India Targets June Launch for Navigation Satellite,K.S. Jayaraman,"April 18, 2013"
Boeing Satellite Division Cutting 250-300 Jobs,Peter B. de Selding,"April 18, 2013"
Kentucky Space Launches Venture Capital Fund,Brian Berger,"April 18, 2013"
Antares Launch Scrubbed After Data Cable Comes Loose,Dan Leone,"April 18, 2013"
Northrop Grumman Wins Contract for Six More GPS 3 Antenna Sets,Warren Ferster,"April 17, 2013"
CNES Hopes Debris Removal Studies Lead to Something Bigger,Peter B. de Selding,"April 17, 2013"
"Planetary Resources Adds Corporate Investor, Seeks Grant",Dan Leone,"April 17, 2013"
Antares Rocket Cleared for April 17 Test Launch,Dan Leone,"April 16, 2013"
B612 Foundation Puts a Price on Asteroid Mission,Dan Leone,"April 16, 2013"
Newly Launched Anik G1 To Provide Revenue Boost for Telesat,Peter B. de Selding,"April 16, 2013"
Creditors Add Another Week To Globalstar Forbearance,Peter B. de Selding,"April 16, 2013"
Bad Valve Spoils Antares Launch Rehearsal Ahead of Maiden Flight,Dan Leone,"April 15, 2013"
"Profile | Stephen Mackwell, Director, Lunar and Planetary Institute",Leonard David,"April 15, 2013"
Air Force General Gives SpaceX a Vote of Confidence for National Security Missions,Mike Gruss,"April 15, 2013"
Search for Organics Ramps Up after Mars Rover Hit Paydirt,Irene Klotz,"April 15, 2013"
Climate Monitoring | Scientists Use Satellite Data To Predict Landslides,SpaceNews Editor,"April 15, 2013"
Missile Tracking System Axed in Otherwise ‘Status Quo’ Budget,Debra Werner,"April 12, 2013"
NOAA 2014 Budget Request Includes GOES-R Increase,Dan Leone,"April 12, 2013"
Air Force Asks Ball To Study Repurposing NASA Sensor,Dan Leone,"April 12, 2013"
Brazilian Competition Proving Irresistible to Satellite Builders,Peter B. de Selding,"April 12, 2013"
Few Options for Reviving Canada’s Ailing Radarsat-1,David Pugliese,"April 12, 2013"
Texus Suborbital Rocket Notches Its 50th Flight,Peter B. de Selding,"April 12, 2013"
Amazonas 1 Repositioned To Inaugurate New Slot,Peter B. de Selding,"April 12, 2013"
Arianespace Revenue Rose 31.5 Percent for 2012,Peter B. de Selding,"April 12, 2013"
Commercial Space Entrepreneurs Embrace NASA Asteroid Retrieval Plans,Jeff Foust,"April 12, 2013"
Australian Space Policy Calls for Reducing International Dependence,Peter B. de Selding,"April 11, 2013"
Aireon Patiently Awaits FAA Contract for Air Navigation Service,Warren Ferster,"April 11, 2013"
Boeing Executive Defends Space Launch System as Only Deep-space Option,Dan Leone,"April 11, 2013"
Japan Considers Regional Maritime Surveillance Satellite Constellation,Warren Ferster,"April 11, 2013"
NASA’s Asteroid Plan Draws Cautious Interest from Global Space Agency Chiefs,Dan Leone,"April 11, 2013"
Space Surveillance Project Gets the Ax in Pentagon Budget Proposal,Debra Werner,"April 10, 2013"
"Obama Proposes $17.7B NASA Budget, Asteroid Retrieval Mission",Brian Berger,"April 10, 2013"
Stratolaunch To Award Booster Contract to Orbital in May,Dan Leone,"April 10, 2013"
French PM Rejects Removal of ESA from Future Ariane Work,Peter B. de Selding,"April 10, 2013"
Shelton: ‘We’ve Got To Start Now’ on Milspace Reforms,Mike Gruss,"April 10, 2013"
PWR Sees Better Days Ahead after Post-shuttle Dropoff,Warren Ferster,"April 10, 2013"
"ITT Exelis, Ball Win S. Korean Environmental Sensor Contracts",Warren Ferster,"April 10, 2013"
Recovery Prospects Low for Dormant Radarsat-1,David Pugliese,"April 9, 2013"
Boeing Phantom Works Designs New Small-satellite Offering,Dan Leone,"April 8, 2013"
Satellite Servicing Efforts Grapple with the Business Case,Jeff Foust,"April 8, 2013"
"Profile | Richard F. Ambrose, Executive Vice President, Lockheed Martin Space Systems",Warren Ferster,"April 8, 2013"
Executives Hopeful for DoD Shift on Bandwidth Leasing,Mike Gruss,"April 8, 2013"
Job-hungry States Roll Out Red Carpet for Commercial Space Firms,Jeff Foust,"April 8, 2013"
Scotland’s 1st Spacecraft Is Tiny Satellite with Big Mission,Leonard David,"April 8, 2013"
CASIS Taps Renowned Street Artist for ISS Mission Patch,Robert Z. Pearlman,"April 8, 2013"
Hints of Dark Matter Have NASA Scientists over the Moon,Miriam Kramer,"April 8, 2013"
Draper’s GENIE Guides Rocket to Simulated Planetary Landing,Dan Leone,"April 8, 2013"
Virgin Galactic’s SpaceShipTwo Feathers its Wings in Drop Test,Leonard David,"April 8, 2013"
"NASA Chief: Commercial Crew Safe from Sequester, for Now",Dan Leone,"April 8, 2013"
AIA Crowdfunding Effort Taking NASA Ad to Cineplex,SpaceNews Editor,"April 8, 2013"
New Mexico Expands Spaceflight Liability Law,SpaceNews Editor,"April 8, 2013"
Boeing Exec Says Sequestration May Force Contract Changes,Warren Ferster,"April 5, 2013"
NASA Planetary Science Bracing for Brunt of Sequester,Dan Leone,"April 5, 2013"
European Laser Comm System Draws Bead on U.S. Military Market,Peter B. de Selding,"April 5, 2013"
Latin American Sat Operators: No Lack of Demand for Capacity,Peter B. de Selding,"April 5, 2013"
"Amid Declining U.S. Budgets, Astrium Sees Opportunity",Peter B. de Selding,"April 5, 2013"
AsiaSat To Finance and Host Commercial Weather Sensor,Peter B. de Selding,"April 4, 2013"
Europe Moves Out Tentatively on Space Situational Awareness,Peter B. de Selding,"April 4, 2013"
Intelsat Moves Forward with $800 Million Initial Public Offering,Peter B. de Selding,"April 4, 2013"
U.S. Deploying THAAD Battery to Guam as Hagel Hints at Missile Defense Cuts,Mike Gruss,"April 4, 2013"
Kepler Space Telescope Reaction Wheel Remains a Concern,Jeff Foust,"April 4, 2013"
Orbital Ready To Roll Antares to Launch Pad for Maiden Flight,Dan Leone,"April 3, 2013"
Melco To Build Three QZSS Navigation Satellites,Peter B. de Selding,"April 3, 2013"
Globalstar Wins Two-week Reprieve from Creditors,Peter B. de Selding,"April 1, 2013"
"French, German Ariane Compromise Shows Signs of Fraying",Peter B. de Selding,"April 1, 2013"
Eutelsat and Arabsat Orbital Slot Dispute Near Resolution,Peter B. de Selding,"April 1, 2013"
"Profile | Alexandra Hall, Senior Director, Google Lunar X Prize",Debra Werner,"April 1, 2013"
Does NASA Need a Closure Commission To Shut Down Idle Facilities?,Dan Leone,"April 1, 2013"
NASA is Taking Bids on Berthing Mechanism for Bigelow Inflatable Module,Dan Leone,"April 1, 2013"
"SpaceX Making Headway on Upgraded Falcon 9 Debut, Dragon Fixes",Dan Leone,"April 1, 2013"
Jeff Bezos’ Apollo Rocket Engines Land in Kansas for Conservation,Robert Z. Pearlman,"April 1, 2013"
SpaceX Dragon Capsule Returns to Earth After 2nd Paid Mission to ISS,Miriam Kramer,"April 1, 2013"
Texas A&M To Build Payload Carrier for Lynx Spaceplane,SpaceNews Editor,"April 1, 2013"
"Apollo 13 Note Rakes in $84,100 at Space Auction",SpaceNews Editor,"April 1, 2013"
Stratolaunch Opens New Hangar at Calif. Spaceport,SpaceNews Editor,"April 1, 2013"
Defense Spending Bill Funds Space-based Missile Tracking Effort,Mike Gruss,"March 29, 2013"
Commercial Ventures Planning To Gather and Sell Weather Data,Debra Werner,"March 29, 2013"
"U.S. Lawmakers Add $23M for SBIRS, Fund Responsive Space",Mike Gruss,"March 29, 2013"
03b Networks Back on Track with Broadband Constellation,Peter B. de Selding,"March 29, 2013"
WGS Launch on Delta 4 Now Slated for May,Mike Gruss,"March 29, 2013"
Challenges Ahead for Space and Major Disasters Charter,Peter B. de Selding,"March 29, 2013"
Guiana Spaceport Contract Renewed through 2017,Peter B. de Selding,"March 29, 2013"
Undersea Cable Outage Spotlights Satellites’ Virtue,Peter B. de Selding,"March 29, 2013"
Space Systems/Loral To Study Alternative Weather Satellite Architecture,Mike Gruss,"March 28, 2013"
Incoming CNES Chief Jean-Yves Le Gall Presses Case for Ariane 5 Successor,Peter B. de Selding,"March 28, 2013"
New ATV Launch Date Has Implications for O3b,Peter B. de Selding,"March 27, 2013"
Proton Back in the Win Column with Satmex 8 Launch,Peter B. de Selding,"March 27, 2013"
Skybox Gets Creative To Raise Capital from Wary Investors,Peter B. de Selding,"March 26, 2013"
SpaceX Dragon Capsule Returns to Earth,Miriam Kramer,"March 26, 2013"
Raytheon Trims Operating Divisions from Six to Four,Mike Gruss,"March 25, 2013"
Fast-growing APT Commits To Long March Launches,Peter B. de Selding,"March 25, 2013"
Spotlight | Bigelow Aerospace,Irene Klotz,"March 25, 2013"
Apollo’s F-1 Engines Raised from Seafloor by Amazon Founder,Robert Z. Pearlman,"March 25, 2013"
Reagan’s ‘Star Wars’ Speech: An Insider’s View,Gilbert D. Rye,"March 25, 2013"
"Profile | James Van Laak, Director of Commercial Space, National Institute Of Aerospace",Irene Klotz,"March 25, 2013"
Astrotech Gets Task Order for NASA’s SMAP Mission,SpaceNews Editor,"March 25, 2013"
Missile Defense Today Bears Little Resemblance to ‘Star Wars’,Debra Werner,"March 22, 2013"
Thuraya Ringing Up Higher Sales after Four-year Slide,Peter B. de Selding,"March 22, 2013"
Astrium Poised To Partner with MDA Corp. on Earth Observation,Peter B. de Selding,"March 21, 2013"
Sat Service Providers See Opportunity in Tight Budgets,Mike Gruss,"March 21, 2013"
Dankberg: Indecision on ViaSat-2 Builder Has Nothing To Do with Lawsuit,Peter B. de Selding,"March 21, 2013"
Newest Landsat Satellite Returns First Images,Dan Leone,"March 21, 2013"
Bolden Defends Callouts in Travel Ban,Dan Leone,"March 21, 2013"
Yahsat System Certified To Operate with WGS Terminals,Peter B. de Selding,"March 21, 2013"
Hughes/EchoStar Orders Jupiter 2 Broadband Craft,Peter B. de Selding,"March 21, 2013"
Thales Alenia Space Seeks Wider Market for Iridium Bus,Peter B. de Selding,"March 20, 2013"
NASA Tightens Security in Wake of Chinese Contractor’s Arrest,SpaceNews Editor,"March 20, 2013"
Boeing Exec Urges DoD To Relax Hosted Payload Rules,Peter B. de Selding,"March 20, 2013"
SpaceX: Falcon 9’s Upgraded Engine Flight Ready,Brian Berger,"March 20, 2013"
"Chief Executives of Iridium, Globalstar Exchange Jabs",Peter B. de Selding,"March 20, 2013"
Atlas 5 launches 2nd SBIRS Missile Warning Satellite,Mike Gruss,"March 20, 2013"
New Boeing Satellite Platform Drawing Lots of Customer Interest,Peter B. de Selding,"March 19, 2013"
Satellite Makers See Chinese Competitive Threat Differently,Peter B. de Selding,"March 19, 2013"
SpaceX Plans Five More Launches This Year,Peter B. de Selding,"March 19, 2013"
Asteroid Threat Collides with Earthly Budget Realities in Congress,Clara Moskowitz,"March 19, 2013"
Big Four Satellite Operators Differ on Timetable for Adoption of Ultra-HD Television,Peter B. de Selding,"March 19, 2013"
Curiosity Sidelined Again by New Computer Glitch,Clara Moskowitz,"March 19, 2013"
"Shrugging off Zenit Failure, EchoStar Books Sea Launch for 2015 Mission",Peter B. de Selding,"March 19, 2013"
Former NASA Contractor Arrested at Dulles,Dan Leone,"March 18, 2013"
Proton Failure Forces ILS To Lower Launch Prices,Peter B. de Selding,"March 18, 2013"
Arianespace To Launch Three Satellites for Intelsat,Peter B. de Selding,"March 18, 2013"
Switzerland’s Ruag Space Opens Office in United States,Peter B. de Selding,"March 18, 2013"
32 Nations Sharing Satellite Imagery as Part of MGCP Network,Peter B. de Selding,"March 18, 2013"
Earth Science and Climate Monitoring | NPP Satellite Providing Tangible Benefit for Weather Forecasters,Debra Werner,"March 18, 2013"
"Ancient Mars Could Have Supported Primitive Life, Rover Finds",Mike Wall,"March 18, 2013"
Curiosity Nabs SXSW Award for Social Media Campaign,SpaceNews Editor,"March 18, 2013"
Pentagon To Beef Up U.S. Missile Shield,Mike Gruss,"March 15, 2013"
Mandatory Restrictions Take Bite Out of NASA Personnel Travel,Dan Leone,"March 15, 2013"
Orbital Sets Mid-April Date for Antares Maiden Launch,SpaceNews Editor,"March 15, 2013"
Another C-band Challenge Expected at Upcoming Global Spectrum Conference,Peter B. de Selding,"March 15, 2013"
Orbcomm Reports Sharply Higher Revenue,Peter B. de Selding,"March 15, 2013"
Swiss Company Plans To Build Smallsat Launcher,Jeff Foust,"March 15, 2013"
Globalstar Sees ‘Coming-out Year’ with Voice Subscription Growth,Peter B. de Selding,"March 15, 2013"
"Galileo, Meteosat Drive Double-digit Growth at OHB",Peter B. de Selding,"March 14, 2013"
"ESA, Roscosmos Formalize ExoMars Pact",Peter B. de Selding,"March 14, 2013"
"No Espionage at NASA Langley, Inspector General Says",Dan Leone,"March 14, 2013"
Resignation of Lt. Gov. in Illegal Gambling Probe Makes Waves for Space Florida,Irene Klotz,"March 13, 2013"
Intelsat Scales Back IPO from $1.75 Billion to $750 Million,Peter B. de Selding,"March 13, 2013"
Glitch on 1st SBIRS Satellite Will Not Delay Launch of 2nd,Mike Gruss,"March 12, 2013"
Senate Spending Bill Less Generous to NASA than House Version,Dan Leone,"March 12, 2013"
Arianespace Chief Likely To Take French Space Agency Helm,Peter B. de Selding,"March 12, 2013"
Ultra-HD TV’s Sudden Adoption: Blessing and Curse for RRSat,Peter B. de Selding,"March 12, 2013"
NASA Transfers Control of NPP Satellite to NOAA,Dan Leone,"March 12, 2013"
Texas Leading Candidate for SpaceX 3rd Launch Site,Irene Klotz,"March 11, 2013"
Pentagon Is Com Dev of Canada’s One Weak Market,Peter B. de Selding,"March 11, 2013"
"Profile | James H. Crocker, Vice President and General Manager, Civil Space, Lockheed Martin Space Systems Co.",Leonard David,"March 11, 2013"
U.S. Back in Plutonium-238 Production for Space Probes,SpaceNews Editor,"March 11, 2013"
U.S. Navy Tries To Allay Fears over Sicilian MUOS Site,SpaceNews Editor,"March 11, 2013"
Next Soyuz Crew To Launch to the ISS in Record Time,SpaceNews Editor,"March 11, 2013"
Mercury Fully Mapped by NASA’s Messenger Craft,SpaceNews Editor,"March 11, 2013"
House Moves To Blunt Sequester’s Impact on NASA Spaceflight Efforts,Dan Leone,"March 9, 2013"
"With Busy Manifest, High Hopes Ride on SpaceX Success",Irene Klotz,"March 9, 2013"
Wolf Warns of Security Breach at Second NASA Center,Dan Leone,"March 9, 2013"
World’s First Open Source 3-D-printed Rocket Engine Aim of New Contest,Debra Werner,"March 8, 2013"
"U.S. Budget Paralysis, Slower Global Orders Ground Comtech Earnings",Peter B. de Selding,"March 8, 2013"
Telesat Plans Complicated by Developments in Russia,Peter B. de Selding,"March 8, 2013"
Sequestration Delays NASA Small-satellite Competitions,Dan Leone,"March 7, 2013"
Iridium May Add to ISC Kosmotras Manifest by End of Month,Peter B. de Selding,"March 7, 2013"
"NASA Outlines Budget, Scope for Next Mars Rover in 2020",Irene Klotz,"March 7, 2013"
Inmarsat’s ISatPhone Pro Handset Outselling Iridium’s Pricier Offering,Peter B. de Selding,"March 7, 2013"
"Cargo Unloaded, Space Station Crew Preps Dragon for Return Trip",Dan Leone,"March 7, 2013"
"House Spending Bill Boosts Funding for SLS, Commercial Crew",Dan Leone,"March 6, 2013"
China’s Space Program Takes a Seat at Annual Legislative Conclave,Eric Johnson,"March 6, 2013"
Lawmakers Move To Protect Weather Satellites,Mike Gruss,"March 6, 2013"
U.S. Missile Warning Radars Could Squelch ESA’s Proposed Biomass Mission,Peter B. de Selding,"March 5, 2013"
Australia Taps Arianespace To Loft Broadband Satellites,Peter B. de Selding,"March 4, 2013"
"Curiosity Rover Still in Safe Mode, Science Operations Still On Hold",Dan Leone,"March 4, 2013"
"Profile | Ellen Ochoa, Director, NASA Johnson Space Center",Dan Leone,"March 4, 2013"
AIA Panel Outlines Sequestration’s Impact on Weather Forecasting,Mike Gruss,"March 4, 2013"
NASA Planning Mock Mission for Next-gen Nuclear Battery,Dan Leone,"March 4, 2013"
1st Smartphone Satellite Dials Earth from Space,Tariq Malik,"March 4, 2013"
Russian Meteor Fallout Prompts Worldwide Discussion,Leonard David,"March 4, 2013"
Cape Canaveral Commander Taking No. 2 Job at the NRO,SpaceNews Editor,"March 4, 2013"
ViaSat Antenna System Clears Regulatory Hurdle,SpaceNews Editor,"March 4, 2013"
U.S.-Israeli Interceptor Successful in 1st Flight Test,SpaceNews Editor,"March 4, 2013"
Fourth GPS 2F Satellite Delivered To Cape Canaveral,SpaceNews Editor,"March 4, 2013"
"After Stumble, SpaceX’s Dragon Reaches the ISS",Dan Leone,"March 3, 2013"
SpaceX Stumbles on 2nd Cargo Run to the Space Station,Irene Klotz,"March 1, 2013"
Iridium Asks for Investor Patience Through Lull,Peter B. de Selding,"March 1, 2013"
Intelsat Looks To Reduce Debt with Insurance Payout,Peter B. de Selding,"March 1, 2013"
"Post-merger SS/L Turns Its Gaze to Russia, Brazil",SpaceNews Editor,"March 1, 2013"
SpaceX Poised for 2nd Cargo Run to Station,Irene Klotz,"March 1, 2013"
U.S. House Lawmakers Resurrect NASA Restructuring Bill,Dan Leone,"February 28, 2013"
ISS-Reshetnev and Thales Alenia Launch Joint Venture,Peter B. de Selding,"February 28, 2013"
Controversial Former CNES Chief Lebeau Dies,Peter B. de Selding,"February 28, 2013"
Qatar’s Es’hailSat Aims To Be Al Jazeera of Satellite Operators,Peter B. de Selding,"February 28, 2013"
Canada Taps MDA Corp. To Design Osiris-Rex Sensor,Warren Ferster,"February 27, 2013"
Wanted: Married Couple for Private 500-day Mars Flyby,Clara Moskowitz,"February 27, 2013"
"After Swallowing Main Rival, DigitalGlobe Hungry for More",Peter B. de Selding,"February 27, 2013"
Vizada Acquisition Fuels Astrium Growth in 2012,Peter B. de Selding,"February 27, 2013"
Harris Nabs Weather Satellite Study Contract,Mike Gruss,"February 26, 2013"
Group Urges Broad Access To Copernicus/GMES Data,Peter B. de Selding,"February 26, 2013"
Bolden: No NASA Furloughs under Sequestration,Dan Leone,"February 26, 2013"
"MultiChoice, Eutelsat Expand Lease Arrangements",Peter B. de Selding,"February 26, 2013"
Delay in Securing Equity Means Jabiru-1 Satellite Won’t Launch until Mid-2015,Peter B. de Selding,"February 26, 2013"
SpaceX Conducts Falcon Test Ahead of March 1 Dragon Launch,Dan Leone,"February 26, 2013"
"Resistive, Targeted Exercise Reversed Astronauts’ Bone Loss, Study Finds",Irene Klotz,"February 25, 2013"
India’s PSLV Lofts Saral Satellite,K.S. Jayaraman,"February 25, 2013"
Spotlight | Hosted Payload Alliance,Debra Werner,"February 25, 2013"
Curiosity is First To Drill into an Extraterrestrial Rock,Mike Wall,"February 25, 2013"
"Profile | José Toscano, Director General, International Telecommunications Satellite Organization",Warren Ferster,"February 25, 2013"
"Mars-bound Maven Orbiter Wins Kudos, Enters Testing",SpaceNews Editor,"February 25, 2013"
NASA’s Landsat 5 Satellite Sets Guinness World Record,SpaceNews Editor,"February 25, 2013"
Space Station Experiment May Shine Light on Dark Matter,Clara Moskowitz,"February 25, 2013"
Orbital Test Fires Antares Core Stage,Dan Leone,"February 23, 2013"
Orbital Redesigning Rocket Component Cited in Failures,Dan Leone,"February 22, 2013"
Lockheed Martin Nabs Military Satellite Contracts,Mike Gruss,"February 22, 2013"
NASA’s IceSat-2 Mission To Launch on Delta 2 Rocket,SpaceNews Editor,"February 22, 2013"
SES Pleasantly Surprised by North American Market,Peter B. de Selding,"February 22, 2013"
Russia Looking To Germany for Radar Reconnaissance Satellites,Peter B. de Selding,"February 22, 2013"
11 Instruments Picked for Europe’s Juice Mission,Brian Berger,"February 22, 2013"
Space Station-bound ATV Forfeits April Launch Window,Peter B. de Selding,"February 22, 2013"
Abort Motor for 1st NASA Orion Capsule Arrives at Kennedy,Dan Leone,"February 21, 2013"
"At Fast-growing Hispasat, Profit Continues To Rise",Peter B. de Selding,"February 21, 2013"
SN Blog | Antares Hot-Fire Attempt Scheduled for Friday,Dan Leone,"February 21, 2013"
Hazmat Transfer Is Next Milestone In NASA Robotic Refueling Mission,Dan Leone,"February 21, 2013"
EchoStar Shrugs Off HughesNet’s Modest Subscriber Growth,Peter B. de Selding,"February 21, 2013"
Safran Still Interested in Avio’s Space Business,Peter B. de Selding,"February 21, 2013"
"Aerospace, Telecommunications Companies High on the List for Hackers",Mike Gruss,"February 20, 2013"
Meteor Blast Was Largest Detected by Nuclear Monitoring System,Leonard David,"February 20, 2013"
France is Reducing Its Space Station Contributions,Peter B. de Selding,"February 20, 2013"
Big Dark Matter Discovery Teased at AAAS Meeting,"Clara Moskowitz, Space.com","February 19, 2013"
"Satellite TV Outpaces Cable in Germany, SES Survey Finds",Peter B. de Selding,"February 19, 2013"
Arabsat’s Badr-7 To Host Ka-band Payload for EMC,Peter B. de Selding,"February 18, 2013"
"Profile | Kam Ghaffarian, President and Chief Executive, Stinger Ghaffarian Technologies",Brian Berger,"February 18, 2013"
Researchers Await Bounty of Imagery from Landsat 8,Debra Werner,"February 18, 2013"
Public-private Partnership Assured for France’s Syracuse 3 Successor,Peter B. de Selding,"February 18, 2013"
Canada Prepares To Launch First Dedicated Military Satellite,David Pugliese,"February 18, 2013"
Pulling Out of MEADS Might Cost the U.S. More than Staying In,Albrecht Mueller,"February 18, 2013"
Space Ignored in State of the Union,Mike Wall,"February 18, 2013"
Orion Lands Safely on Two of Three Parachutes in Test,SpaceNews Editor,"February 18, 2013"
Report Cites Concerns with U.S. Air Force Launch Competition,Mike Gruss,"February 15, 2013"
"NASA’s Sequester Plan Targets Commercial Crew, Space Tech",Dan Leone,"February 15, 2013"
Orbital Sciences’ Antares Rocket Program Enters Crucial Phase,Peter B. de Selding,"February 15, 2013"
GAO Report Urges Action On Weather Satellite Gap,Debra Werner,"February 15, 2013"
